partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
Board Infinity ,NET FullStack Developer,"[Computer Programming, Javascript, React (web framework)]",43,60,Intermediate , Specialization , 1 - 3 Months,false
The George Washington University,Essentials in Clinical Simulations Across the Health Professions,"[Training]",48,967,Intermediate , Course , 1 - 3 Months,false
University of Pennsylvania,English for Business and Entrepreneurship,"[Entrepreneurship, Business Analysis, Market Research, Planning, Marketing, Business Development, Creativity]",48,46000,Beginner , Course , 1 - 3 Months,false
Yale University,Health Behavior Change: From Evidence to Action,"[(350 reviews)]",48,350,Beginner , Course , 1 - 3 Months,false
University of California Davis,Introduction to Web Development,"[Computer Programming, Front-End Web Development, HTML and CSS, Javascript, Web Design, Web Development, Web Development Tools, Problem Solving, User Experience Design, Java Programming]",47,36000,Beginner , Course , 1 - 3 Months,false
Databricks,Data Science with Databricks for Data Analysts,"[Data Analysis, Machine Learning, Machine Learning Algorithms, Algorithms, Exploratory Data Analysis, Human Learning, Python Programming, Apache, Applied Machine Learning, Data Management, SQL, Regression, Big Data, Feature Engineering, Data Science]",45,527,Intermediate , Specialization , 3 - 6 Months,false
Johns Hopkins University,Linear Algebra from Elementary to Advanced,"[Beginner · Specialization · 3 - 6 Months]",0,0,Beginner , Specialization , 3 - 6 Months,false
Wesleyan University,Memoir and Personal Essay: Write About Yourself,"[Writing]",44,397,Beginner , Specialization , 3 - 6 Months,false
University of Michigan,Using Python to Access Web Data,"[Computer Programming, Computer Programming Tools, Programming Principles, Python Programming, Data Structures, Web Development, Web Development Tools, Computer Networking, Extract, Transform, Load, HTML and CSS]",48,437000,Beginner , Course , 1 - 3 Months,false
Coursera Project Network,Tableau Public for Project Management and Beyond,"[]",0,0,,0,0,false
Erasmus University Rotterdam,Innovation Management,"[Creativity, Innovation, Leadership and Management]",47,19000,Beginner , Course , 1 - 3 Months,false
University of London,Managing the Company of the Future,"[Organizational Development, Leadership and Management, Innovation]",48,34000,Mixed , Course , 1 - 3 Months,false
Peking University,Learn Chinese: HSK Test Preparation,"[Communication, Writing]",48,31000,Beginner , Specialization , 3 - 6 Months,false
Imperial College London,Foundations of Public Health Practice,"[Critical Thinking]",48,513,Beginner , Specialization , 3 - 6 Months,false
Google,Marketing digital e e-commerce do Google,"[E-Commerce, Marketing]",49,89,Beginner , Professional Certificate , 3 - 6 Months,false
Berklee,Developing Your Musicianship,"[Training]",48,16000,Beginner , Specialization , 3 - 6 Months,false
University of Alberta,Dino 101: Dinosaur Paleobiology,"[(33k reviews)]",49,33000,Beginner , Course , 1 - 3 Months,false
University of Pennsylvania,What is Compliance?,"[Critical Thinking, Leadership and Management, Organizational Development, Regulations and Compliance, Risk Management, Strategy and Operations, Decision Making, Finance, Problem Solving, Strategy, Brand Management]",48,11000,Mixed , Course , 1 - 4 Weeks,false
University of Pennsylvania,AI Strategy and Governance,"[Machine Learning, Data Analysis, Applied Machine Learning, Business Transformation, Decision Making, Human Learning, Machine Learning Algorithms, Regulations and Compliance, Strategy]",48,71,Beginner , Course , 1 - 4 Weeks,false
University of Pennsylvania,AI Applications in People Management,"[Leadership and Management, Machine Learning, People Management, Algorithms, Applied Machine Learning, Human Resources, Machine Learning Algorithms, People Analysis, Decision Making]",47,77,Mixed , Course , 1 - 4 Weeks,false
Duke University,Rust Fundamentals,"[Software Testing, System Programming]",0,0,Beginner , Course , 1 - 4 Weeks,false
University of California San Diego,Interaction Design,"[Probability & Statistics, Experiment, Statistical Tests, Human Computer Interaction, User Experience, R Programming, Statistical Programming, User Experience Design, Data Analysis, General Statistics, Statistical Analysis, User Research, Visual Design, Probability Distribution, Regression, Collaboration, Human Learning]",45,39000,Intermediate , Specialization , 3 - 6 Months,false
Università Bocconi,Arts and Heritage Management,"[Leadership and Management, Marketing, Strategy, Communication, Customer Relationship Management, Organizational Development, Strategy and Operations, Brand Management, Business Process Management, Culture]",48,13000,Mixed , Course , 1 - 3 Months,false
Microsoft,Extract Transform and Load Data in Power BI,"[Data Analysis, Data Mining, Extract, Transform, Load, Power BI]",44,111,Beginner , Course , 1 - 4 Weeks,false
University of Colorado Boulder,Semiconductor Devices,"[Problem Solving]",44,521,Advanced , Specialization , 1 - 3 Months,true
Google Cloud,Introduction to Responsible AI,"[(50 reviews)]",45,50,Beginner , Course , 1 - 4 Weeks,false
University of Illinois at Urbana-Champaign,An Introduction to Accessibility and Inclusive Design,"[Research and Design, Human Computer Interaction, Visual Design]",47,187,Beginner , Course , 1 - 3 Months,false
Board Infinity ,ASPNET for Experienced Developers,"[Computer Programming, DevOps]",40,106,Intermediate , Specialization , 1 - 3 Months,false
Deep Teaching Solutions,Uncommon Sense Teaching,"[Human Learning, Planning, Entrepreneurship]",49,612,Beginner , Specialization , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Introduction to Financial Analysis - The Why?,"[Accounting, Finance, Financial Accounting, General Accounting, Leadership and Management, Accounts Payable and Receivable, Financial Analysis, Cost Accounting, Generally Accepted Accounting Principles (GAAP), Risk Management]",47,111,Beginner , Course , 1 - 4 Weeks,false
University of Michigan,Statistics with Python,"[General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Basic Descriptive Statistics, Probability Distribution, Python Programming, Statistical Visualization, Statistical Programming, Mathematics, Plot (Graphics), Regression, Correlation And Dependence, Critical Thinking, Data Visualization, Visualization (Computer Graphics), Computer Programming, Data Model]",46,31000,Beginner , Specialization , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Financial Reporting,"[Accounting, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Financial Analysis, Finance, Accounts Payable and Receivable, Financial Management, Management Accounting, Cost Accounting, Leadership and Management, Account Management, Corporate Accouting]",47,793,Intermediate , Specialization , 3 - 6 Months,true
Lund University,Circular Economy - Sustainable Materials Management,"[Business Design, Business Transformation, Product Design, Product Strategy, Strategy, Innovation]",48,18000,Beginner , Course , 1 - 3 Months,false
University of Geneva,Troubles du spectre de l'autisme : diagnostic,"[(696 reviews)]",49,696,Intermediate , Course , 1 - 3 Months,false
Imperial College London,Digital Health,"[(208 reviews)]",45,208,Intermediate , Specialization , 1 - 3 Months,false
Commonwealth Education Trust,Foundations of Teaching for Learning: Curriculum,"[Planning]",46,372,Mixed , Course , 1 - 3 Months,false
University of Washington,Machine Learning,"[Machine Learning, Algorithms, Machine Learning Algorithms, Human Learning, Applied Machine Learning, Statistical Machine Learning, Python Programming, Probability & Statistics, Regression, Data Analysis, Machine Learning Software, Mathematics, Problem Solving, Computer Programming, Decision Making]",46,16000,Intermediate , Specialization , 3 - 6 Months,false
Peking University,Chinese for Beginners,"[Communication]",48,188000,Mixed , Course , 1 - 3 Months,false
EIT Digital ,Security and Privacy for Big Data - Part 2,"[Big Data, Data Management, Security Engineering, Security Strategy]",47,237,Beginner , Course , 1 - 4 Weeks,false
University of Pennsylvania,An Introduction to American Law,"[(47k reviews)]",48,47000,Beginner , Course , 1 - 3 Months,false
Yale University,Essentials of Global Health,"[(19k reviews)]",48,19000,Mixed , Course , 1 - 3 Months,false
IBM,Developing Front-End Apps with React,"[Javascript, React (web framework), Web Development]",43,294,Intermediate , Course , 1 - 4 Weeks,false
The University of Edinburgh,Learning for a Sustainable Future,"[Critical Thinking]",47,46,Beginner , Course , 1 - 3 Months,false
IBM,IBM Data Science,"[]",0,0,,0,0,false
Digital Marketing Institute,Digital Marketing Strategy and Planning,"[Digital Marketing, Marketing, Strategy, Strategy and Operations, Communication, Media Strategy & Planning, Leadership and Management, Market Analysis, Planning, Search Engine Optimization, User Experience, Market Research]",46,346,Beginner , Specialization , 1 - 3 Months,false
Michigan State University,Reign of Pain,"[Mixed · Course · 1 - 3 Months]",0,0,Mixed , Course , 1 - 3 Months,false
University of New Mexico,Curanderismo: Traditional Healing Using Plants,"[(211 reviews)]",47,211,Beginner , Course , 1 - 3 Months,false
Technical University of Denmark (DTU),Whole genome sequencing of bacterial genomes - tools and applications,"[Bioinformatics]",46,14000,Beginner , Course , 1 - 3 Months,false
University of California San Diego,Object Oriented Java Programming: Data Structures and Beyond,"[Computer Programming, Java Programming, Data Structures, Algorithms, Problem Solving, Programming Principles, Critical Thinking, Software Engineering, Computational Thinking, Communication, Computer Programming Tools, Data Analysis, Theoretical Computer Science, Computational Logic, Computer Graphics, Visualization (Computer Graphics), Recruitment, Training, People Analysis]",47,71000,Intermediate , Specialization , 3 - 6 Months,false
University of Michigan,Python Classes and Inheritance,"[Computer Programming, Python Programming]",47,35000,Intermediate , Course , 1 - 4 Weeks,false
University of Arizona,Astronomy: Exploring Time and Space,"[(35k reviews)]",48,35000,Beginner , Course , 1 - 3 Months,false
